,acc,fmeasure,loss,precision,recall,val_acc,val_fmeasure,val_loss,val_precision,val_recall
0,0.172899119059,0.00564864388046,1.06192406019,0.0028384301113,0.787504041195,0.209264118473,0.00124120810845,0.958851325512,0.000620998659482,1.0
1,0.34076385498,0.00674262444178,1.01627719005,0.00338346003555,0.980752956867,0.594075520833,0.00137027594416,0.901075204213,0.000685664607833,0.912191136678
2,0.73843536377,0.00475100390613,0.959565405051,0.00238157193332,1.07041998307,0.833492028713,0.000805089226924,0.68878005743,0.000402683291274,1.19660119216
3,0.798026529948,0.00264252178216,0.839127540588,0.00132316108793,1.08702367147,0.643140661716,0.000451157024751,0.741125949224,0.000225630655768,1.0
4,0.805908203125,0.00139300673036,0.564911119143,0.000697022561993,1.04504035314,0.634559118748,0.000410191699242,0.655739939213,0.000205138965975,1.0
5,0.806267547607,0.0013509120831,0.485034463803,0.000675929675344,1.04932944775,0.819337968032,0.000413460210742,0.340105271339,0.000206770644096,1.08156175613
6,0.860694885254,0.0013203023506,0.397089819113,0.000660609657643,1.0880089124,0.833417761326,0.000437926508797,0.34169442455,0.000219001953762,1.27041511536
7,0.856529744466,0.00132312218581,0.389337037007,0.000662005215418,1.12477975686,0.827662146091,0.000368407690742,0.328409226735,0.00018423741955,1.03655014038
8,0.856044769287,0.00139410604024,0.398114868005,0.000697527866578,1.16422185898,0.786687215169,0.000360866742752,0.429735376438,0.000180466752499,1.0
9,0.817339579264,0.00130757320439,0.448121627172,0.000654235068941,1.04405029615,0.708084102472,0.000383171978562,0.486523622274,0.000191623614713,1.0
10,0.832915751139,0.0013072860369,0.445607173443,0.000654118263628,1.00699853102,0.77004699707,0.000378270608295,0.418735243877,0.000189171984675,1.0
11,0.831709543864,0.00128764899758,0.430537754297,0.000644260974756,1.01615436872,0.803254187107,0.000362130130331,0.360334171851,0.00018109868106,1.0
12,0.853222401937,0.00125749687819,0.399474978447,0.000629150987758,1.05309141477,0.759214278062,0.000359939787692,0.491438283523,0.000180003109078,1.0
13,0.781863657633,0.00130657949097,0.49288478593,0.000653748313198,1.0,0.791416422526,0.000408143965372,0.33537355264,0.000204114666364,1.0
14,0.821156819661,0.00135149233975,0.447003342708,0.000676237524021,1.00140974522,0.73827718099,0.000397181105412,0.439639335871,0.000198630975986,1.0
15,0.814102681478,0.00132717539479,0.422962798675,0.000664064425897,1.00165016651,0.80958353281,0.000402546334468,0.329939343532,0.00020131469355,1.0
16,0.849161020915,0.00128424344972,0.427965201934,0.000642583487206,1.00090597868,0.786358646552,0.000353020544086,0.406284314394,0.000176542204766,1.0
17,0.838450622559,0.0011623681096,0.401224189997,0.000581557294936,1.00002366304,0.815353397528,0.000352499443882,0.332320183516,0.00017628154698,1.0
18,0.853239949544,0.00122748628103,0.38518879811,0.000614132615738,1.00840300719,0.80649617513,0.000388393962445,0.372806586822,0.000194235643721,1.0
